Text,Class
"Stony Island, located in southwestern Lake Michigan, is a small uninhabited island off the coast of Michigan. It is part of the Indiana Dunes National Park and offers a serene natural environment for visitors. The island is popular among boaters, birdwatchers, and those seeking a peaceful retreat. It is characterized by its diverse landscape of dunes, wetlands, and forests, providing a habitat for various plants and wildlife. Despite its lack of human population, Stony Island serves as an important refuge for migratory birds and is an ideal destination for nature lovers looking to explore the untouched beauty of the region.",1
"Tony Boles is a former American football player who played as a running back at Michigan State University and for the NFL's Dallas Cowboys and Phoenix Cardinals. Born on September 18, 1968, in Michigan, Boles had a successful college career before being drafted in the third round of the 1991 NFL Draft. Unfortunately, his professional career was hindered by injuries, limiting his playing time. Despite his injuries, Boles remains a respected figure in both college and professional football for his exceptional talent and determination.",1
"Air India Express Flight 812 was a scheduled international flight from Dubai to Mangalore. On 22 May 2010, the Boeing 737-800 passenger jet operating the flight, crashed on landing at Mangalore. The captain had continued an unstabilised approach, despite three calls from the first officer to initiate a ""go-around"", resulting in the aircraft overshooting the runway, falling down a hillside, and bursting into flames. Of the 166 passengers and crew on board, 158 were killed ; only eight survived. This was the first fatal accident involving Air India Express.",0
"""Hurricane Neddy"" is an episode from the television show The Simpsons. It revolves around Ned Flanders, a devout Christian and neighbor to the Simpson family, who suffers a mental breakdown after his house is destroyed by a hurricane. Ned's strong belief in being a good person is shattered as he lashes out at his friends and becomes estranged from his family. The town rallies to rebuild his home, but Ned's mental state deteriorates further. Ultimately, he finds solace in forgiveness and accepts the help of others, leading to his emotional recovery and the restoration of his faith.",1
"Djibouti took part in the 1992 Summer Olympics, which were held in Barcelona, Spain from 25 July to 9 August. The country's participation marked its fourth appearance in the Summer Olympics since its debut at the 1984 Summer Games in Los Angeles, United States. The delegation from Djibouti included eight athletes, five in athletics, two in judo and one in sailing. Houssein Djama, Moussa Souleiman, Omar Daher Gadid, Ahmed Salah, and Talal Omar Abdillahi represented the nation in athletics, while Youssef Omar Isahak, Alaoui Mohamed Taher represented the nation in judo. Robleh Ali Adou represented Djibouti in sailing.",0
"The Owlfly is an insect that resembles a cross between a dragonfly and an owl. They are usually found in forests and grasslands worldwide. Owlfly larvae are predatory and feed on small insects, while the adults are mainly nectar feeders. Their unique appearance and hunting behavior make them fascinating creatures to study.",1
"A numerically-controlled oscillator is a digital circuit that generates periodic waveforms, such as sine and cosine waves, based on numerical control signals. It uses digital-to-analog converters and phase accumulators to produce precise and adjustable frequencies. The NCO is commonly used in digital signal processing applications, serving as an essential component in frequency synthesis, signal modulation, demodulation, and other communication systems. By providing accurate control over frequency and phase, NCOs enable various functions such as frequency shifting, phase shifting, and frequency hopping, making them a vital tool in modern electronic systems and telecommunications.",1
"The 'Seal of Zion, Illinois' is an emblem that represents the city of Zion, located in the state of Illinois, USA. The seal showcases significant elements of the city's history and culture. It features a Zion tabernacle, a historic building central to the city's religious heritage, surrounded by a sunburst symbolizing righteousness and enlightenment. The seal also depicts a dove, symbolizing peace, and an open Bible, representing the significance of faith in the community. Overall, the seal reflects Zion's religious and spiritual foundation as an essential part of its identity.",1
"Exportadora de Sal S.A. is a company dedicated to salt production through solar evaporation of sea water in the Ojo de Liebre Lagoon, Baja California Sur, Mexico. Founded in 1954 by American shipping businessman Daniel K. Ludwig, it is currently partially owned by the Mexican government and Mitsubishi. It is one of the largest sea-salt extraction and processing operations in the world.",0
"Pennsylvania Route 237, also known as Noblestown Road, is a 7.2-mile-long state highway located in Allegheny County, Pennsylvania. It begins at the intersection with Pennsylvania Route 50 in Heidelberg and travels in a southwestern direction through Robinson Township. This two-lane road passes through a mix of residential and commercial areas, connecting local communities. The route ends at its junction with Interstate 79 near the Pittsburgh International Airport. It serves as an important transportation artery for residents and visitors in the western parts of Allegheny County, providing access to various destinations in the area.",1
"10 Story Fantasy was a science fiction and fantasy pulp magazine which was launched in 1951. The market for pulp magazines was already declining by that time, and the magazine only lasted a single issue. The stories were of generally good quality, and included work by many well-known writers, such as John Wyndham, A.E. van Vogt and Fritz Leiber. The most famous story it published was Arthur C. Clarke's ""Sentinel from Eternity"", which later became part of the basis of the movie 2001: A Space Odyssey.",0
"Manasser Biset was an Anglo-Norman nobleman and royal official during the reign of King Henry II of England. Biset was one of the most frequent witnesses on Henry's documents, and served the king as a justice and in financial matters. He was rewarded with lands in England which have led him to be considered the first feudal baron of Biset.",0
"Alexandra ""Sasha"" Kropotkin that her father, a descendant of Kropotkin nobility, had disowned. She translated Russian literature into English and wrote a Russian cookbook that The New York Times considered best-in-class.",0
"Jeff Allen is a former professional American football player who played as a defensive back. He was born on September 2, 1957, in Washington, D.C. Allen attended the University of Illinois and was selected by the Atlanta Falcons in the third round of the 1980 NFL Draft. He played for the Falcons for four seasons before finishing his career with the Tampa Bay Buccaneers. Allen was known for his strong tackling skills and ability to disrupt opponents' passing game. After retiring from football, he embarked on a successful career as a financial advisor.",1
"Franklin Seaver Pratt , also known as Franklyn or Frank S. Pratt, was an American businessman, public servant and diplomat of the Kingdom of Hawaii. He served as the Hawaiian consul for the Pacific States of California, Nevada, Oregon, and Washington around the time of the overthrow of the Kingdom of Hawaii in 1893. Pratt married Elizabeth Kekaʻaniau Laʻanui, a member of Hawaiian nobility, and he defended her claims to the Hawaiian crown lands during the overthrow. He died shortly after his return to Hawaii.",0
"The Ethiopian hare, scientifically known as Lepus fagani, is a species of hare found in the Ethiopian highlands. They have a slender body with long ears and hind legs, allowing them to reach impressive speeds when fleeing from predators. These hares are mainly solitary and nocturnal animals, and they feed on various plant materials. The Ethiopian hare is facing habitat loss and poaching threats, making it a vulnerable species. Efforts are being made to conserve their natural habitat and raise awareness about their importance in the Ethiopian ecosystem.",1
"Flash Gordon Strange Adventure Magazine was a pulp magazine which was launched in December 1936. It was published by Harold Hersey, and was an attempt to cash in on the growing comics boom, and the popularity of the Flash Gordon comic strip in particular. The magazine contained a novel about Flash Gordon and three unrelated stories; there were also eight full-page color illustrations. The quality of both the artwork and the fiction was low, and the magazine only saw a single issue. It is now extremely rare.",0
"Barbara Howard is an American artist known for her vibrant and energetic abstract paintings. Born in the 1930s, Howard embraced her artistic talent late in life, focusing on exploring color, texture, and movement in her works. Despite starting her artistic journey relatively late, she quickly gained recognition and success in the art world. Howard's paintings are characterized by their bold use of color and expressive brushstrokes, exuding a sense of joy and spontaneity. Her work has been displayed in numerous exhibitions and galleries, captivating audiences with its lively and captivating aesthetic.",1
"WE Communications is a global communications agency that helps brands tell meaningful stories using strategic insights, innovative thinking, and creative tactics. With expertise in public relations, digital marketing, and social media, they aim to drive reputation and business results for their clients.",1
"Helene Hathaway Britton was an American baseball executive. She owned the St. Louis Cardinals of the National League, and was the first woman to own a Major League Baseball franchise.Britton was born and raised in Cleveland. Her father Frank and uncle Stanley Robison owned the Cardinals. After her uncle's death in 1911, Britton inherited the team from him. Despite receiving pressure to sell the team, Britton maintained ownership of the franchise until financial pressures led her to sell the team in 1917.",0
"Whales are the largest and heaviest creatures on Earth, classified as marine mammals. They possess streamlined bodies with flippers and a tail fin, allowing them to swim swiftly through the water. Whales are known for their melodic songs and complex communication methods. They are highly intelligent and exhibit an array of social behaviors within their pods, which can range from a few individuals to several hundred. Unfortunately, whales face numerous threats including hunting, climate change, and pollution, putting their survival at risk.",1
The Public Relations Society of America program.,1
"Thailand participated in the 2006 Winter Olympics held in Turin, Italy. The country's sole representative was Prawat Nagvajara, who competed in alpine skiing. Despite limited experience and resources, Nagvajara put forth a commendable effort, finishing 54th out of 102 competitors in the men's giant slalom event.",1
"Antoine Maurice Thompson is an American politician from Buffalo, New York. A Democrat, Thompson represented the 60th District in the New York State Senate from 2007 to 2011. Thompson previously served as the Masten District councilman on the Buffalo Common Council from 2001 to 2007.",0
"Masia is a highly acclaimed restaurant located in Barcelona, Spain. Known for its exquisite Catalan cuisine and traditional dishes, the restaurant offers a unique dining experience. With a warm and elegant ambiance, Masia is a popular choice among locals and tourists alike. The restaurant sources its ingredients from local farms and markets to ensure freshness and quality. The menu focuses on seasonal produce, offering a wide variety of dishes that showcase the flavors and culinary traditions of Catalonia. Masia's commitment to excellence in both food and service has made it a must-visit destination for food enthusiasts in Barcelona.",1
"Lucien Anthony ""Lu"" Gambino .",0
"Jans der Enikel , was a Viennese chronicler and narrative poet of the late 13th century.He wrote a Weltchronik , both in Middle High German verse.",0
"Ecgbert of York was an influential Anglo-Saxon monk and scholar who lived during the early 8th century. He became the first Archbishop of York in 735 and played a crucial role in the revival of learning and education in England. Under his leadership, the monastic school in York became a renowned center of learning, attracting scholars from across Europe. Ecgbert's efforts contributed to the cultural and intellectual development of England during the medieval period.",1
"The phrase 'Speech is silver, silence is golden' highlights the value of silence and its ability to convey meaning or wisdom without words. It implies that sometimes it is better to remain silent than to speak.",1
"Afghanistan competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. The country's participation at Rio de Janeiro marked its fourth consecutive appearance at the Summer Olympics and fourteenth in total. Afghanistan had officially made its debut in 1936 and missed five editions since then. Rohullah Nikpai, who had previously won a medal for Afghanistan in taekwondo, did not participate. Afghanistan failed to earn a single Olympic medal in Rio for the first time since 2004.",0
"The Texas Capitol View Corridors aim to protect the iconic view of the State Capitol from obstructive high-rise buildings. Implemented in 1983, these regulations establish a series of view corridors radiating outward from the Capitol grounds. This ensures that the Capitol remains the dominant architectural landmark of Austin, preserving its historic and cultural significance. The corridors restrict building heights and establish mandatory setbacks, allowing unobstructed views of the Capitol from specific vantage points across the city. These regulations strike a balance between urban development and the preservation of Austin's architectural heritage.",1
"The earliest dictionaries of the Polish language were bilingual aids, usually Polish–Latin, and date to the 15th century. The first dictionary dedicated solely to the Polish language was published in the early 19th century. Many dictionaries of the Polish language are named simply ""the Dictionary of the Polish Language"" or in similar fashion.",0
New York State Route 368 between NY 321 and NY 5 in the town of Elbridge. NY 368 was known as Halfway Road for the hamlet it served near its midpoint. The route was assigned in the 1930s and removed in 1980 as part of a highway maintenance swap between the state of New York and Onondaga County.,0
"The College of All Saints, located in Maidstone, is a renowned educational institution with a rich history. Established in 1395, the college has been a prominent center for learning for over six centuries. With a commitment to academic excellence, the college offers a wide range of courses and programs, catering to the educational needs of diverse students. The college prides itself on its state-of-the-art facilities, experienced faculty, and supportive learning environment. Students at the College of All Saints benefit from a holistic approach to education, allowing them to develop essential skills and knowledge for their future endeavors.",1
"Ghana made its Winter Olympics debut in 2010 with in skeleton event. Kwame Nkrumah-Acheampong, known as the ""Snow Leopard,"" became the first Ghanaian athlete to compete in the Winter Games. Despite limited experience and training, Nkrumah-Acheampong finished 48th out of 50 competitors in the men's skeleton event. Adorned in a leopard-print helmet, he captured worldwide attention and became a symbol of determination and resilience. Ghana's participation in the Winter Olympics highlighted the growing diversity of athletes and showcased the country's willingness to venture into new sporting territories.",1
"Nissan Parkway is a short divided highway in central Mississippi. The road starts at Mississippi Highway 22 and MS 16. Nissan Parkway was constructed in 2002 from MS 22 to I-55, after being proposed in one year before. The road was extended to its current eastern terminus by 2003.",0
"Gabon sent a delegation to compete at the 2016 Summer Paralympics in Rio de Janeiro, Brazil, from 7–18 September 2016. This was the nation's third appearance at a Summer Paralympic Games, following their two previous participations at the 2008 Summer Paralympics and the 2012 Summer Paralympics. Gabon sent a sole athlete to represent them at Rio de Janeiro, wheelchair racer Edmond Ngombi. He did not advance from his heat in the men's 100 metres T54 event as he came sixth out of seven competitors and attributed the result to a handlebar problem.",0
"Laurent Eketebi is a Belgian film director and screenwriter known for his works in the horror genre. He has garnered attention for his unique storytelling and visual style, often exploring dark and supernatural themes. Eketebi has received critical acclaim for his films, with his debut feature gaining recognition at international film festivals. With his distinct artistic vision, he has established himself as a notable figure in the horror film industry, captivating audiences with his thought-provoking and chilling narratives.",1
"Ontario Highway 81, also known as the North Talbot Road, is a 9-kilometer stretch in southwestern Ontario, connecting LaSalle and Windsor. The route begins at Malden Road in LaSalle and ends at E.C. Row Expressway in Windsor. It serves as a vital link for commuters, providing easy access to the neighboring cities and facilitating efficient transportation. The highway primarily features rural surroundings, passing through agricultural land and residential areas. Although relatively short, Ontario Highway 81 plays an essential role in enhancing connectivity and ensuring smooth traffic flow between LaSalle and Windsor.",1
"Chatterbox is a popular restaurant located in Singapore's Mandarin Orchard hotel. Known for its delicious Hainanese chicken rice, it offers a wide variety of Asian and international cuisines. With its warm ambiance and excellent service, Chatterbox has become a favorite dining spot for both locals and tourists.",1
"The British Virgin Islands sent a delegation to compete at the 2014 Winter Olympics in Sochi, Russia from 7–23 February 2014. This was the second Winter Olympic Games appearance for the territory, after the 1984 Winter Olympics. The team consisted of one athlete, the freestyle skier Peter Crook, who became the territory's second Winter Olympian ever. In the men's halfpipe, he came in 27th place.",0
"K-171 is a state highway in the southeastern part of the U.S. state of Kansas. The 4.890-mile , US-160 and US-400 south of Pittsburg and its eastern terminus is a continuation as Missouri Route 171 at the Missouri state line near Opolis. K-171's current route was established on May 14, 2003, and the routing has not changed since.",0
"Cricket Cafe is a restaurant in Portland, Oregon. The cafe's slogan is ""champions of breakfast"", offering the meal throughout the day with additional lunch options. It has received a generally positive reception, especially for its Bloody Marys, vegetarian options, and biscuits and gravy. Previously owned by Dan Bartkowski, the cafe closed unexpectedly in June 2017. Gordon Feighner and Katie Prevost reopened Cricket Cafe months later.",0
"Lucy Kaopaulu Peabody was an influential Hawaiian educator and activist. Born in 1852, she played a major role in promoting Hawaiian culture and language, and fought for the preservation of traditional practices. As an educator, she founded the Kaahumanu School and influenced generations of Hawaiian learners.",1
State Highway 112 west of Center before reaching its eastern terminus at Hooper where it meets SH 17.,0
"Marcus was the son of Roman Emperor Basiliscus, who reigned in the 5th century. Not much is known about Marcus, as historical records are scarce. However, it is believed that he held a position of power during his father's brief reign, possibly serving as co-emperor. Basiliscus was eventually overthrown by Zeno, and Marcus likely met an unknown fate. Despite his limited historical presence, Marcus is an intriguing figure due to his connection to a tumultuous period in Roman history.",1
"Located in Cleveland, Ohio, Southworth House is a historic mansion that was built in the late 19th century. Currently functioning as a wedding and event venue, the house boasts elegant interiors and beautifully maintained gardens. Southworth House showcases stunning architectural features such as stained glass windows, intricate woodwork, and a grand staircase. The mansion offers a charming and picturesque setting for special occasions, preserving the rich history of Cleveland while providing a delightful experience for guests.",1
Naji Maurice Marshall . He played college basketball for the Xavier Musketeers.,0
"In the 2010 Winter Olympics, Hong Kong participated for the first time in the history of the Games. The delegation consisted of a single athlete, Han Yue Shun, who competed in alpine skiing. Although Han finished in the bottom half of the field in both the slalom and giant slalom events, his participation was considered a significant achievement for Hong Kong. This marked the beginning of Hong Kong's presence in the Winter Olympics and showcased the city's ambition to diversify its sporting endeavors.",1
"Constantine Lekapenos was a Byzantine statesman and military commander who held significant power during the 10th century. He played a central role in the usurpation of power from Emperor Romanos I Lekapenos and later became co-emperor with his father. Constantine Lekapenos effectively ruled the Byzantine Empire, attempting to reform its administration and military. He also pursued a policy of expanding Byzantine influence in the Balkans, but his reign was marred by conflicts and power struggles within the imperial family. Constantine Lekapenos died in 946.",1
"WTRF-TV is a television station licensed to Wheeling, West Virginia, United States, serving the Wheeling, West Virginia–Steubenville, Ohio market as an affiliate of CBS, MyNetworkTV, and ABC. The station is owned by Nexstar Media Group and maintains studios on 16th Street in downtown Wheeling; its transmitter is located in Bridgeport, Ohio.WTRF-TV was the first station to specifically serve Wheeling and Steubenville, beginning broadcasting in 1953. It was originally an NBC affiliate before switching to CBS in January 1980. In the 2000s, it expanded to add two new subchannel services.",0
"Casper Shafer is a multi-talented individual known for his expertise in marketing, entrepreneurship, and e-commerce. He has made a significant impact in the business world by building several successful ventures and helping numerous startups achieve growth and success. Through his extensive knowledge and experience, Shafer has become a sought-after speaker and mentor in the industry. He is also the author of several books and is actively involved in philanthropy, supporting various causes around the world. Casper Shafer continues to inspire and motivate others with his innovative thinking and entrepreneurial spirit.",1
"Ernest T. Campbell was an American Presbyterian clergyman, theologian, and writer. He is most remembered as senior minister of New York City's prominent Riverside Church from 1968 to 1976. A native of New York City, Campbell previously served as minister at churches in Pennsylvania and the First Presbyterian Church of Ann Arbor, Michigan. After resigning from Riverside Church, he lectured at various seminaries including his alma mater, Princeton Theological Seminary, and was Professor of Homiletics at Garrett–Evangelical Theological Seminary between 1982 and 1989.",0
"The 18th Boat Race took place on the River Thames on 16 March 1861. Held annually, The Boat Race is a side-by-side rowing race between crews from the Universities of Oxford and Cambridge. The 1861 event, which featured the first ever non-British competitor, suffered numerous interruptions from river traffic. Oxford won by 16 lengths.",0
"In Slavic folklore, the raskovnik or razkovniche is a magical herb. According to lore, the raskovnik has the magical property to unlock or uncover anything that is locked or closed. However, legends claim it is notoriously difficult to recognize the herb, and reputedly only certain chthonic animals are able to identify it.",0
"Shi Jianqiao was a Chinese woman who gained notoriety in the early 20th century for assassinating her father's murderer. In 1925, she entered a Beijing courtroom and shot warlord Sun Chuanfang, who was responsible for her father's death. Her actions were driven by revenge and a desire for justice. Despite being convicted and sentenced to death, her sentence was later commuted. Shi's story has become a symbol of feminist resistance in China's patriarchal society.",1
"U.S. Route 31 is a major highway in Michigan, covering a distance of about 280 miles. Throughout the state, there are several business routes of US-31, which serve as alternate routes through various cities and towns. These business routes were initially part of the main highway but were diverted through the centers of these urban areas to accommodate increased traffic and commercial activity. The business routes of US-31 in Michigan are vital for local economies as they provide convenient access to businesses, industries, and tourist attractions. Additionally, they play a significant role in enhancing transportation infrastructure and urban development in the state.",1
"Mississippi Highway 496 east–west state highway in eastern Mississippi. The route starts at MS 19 near Meridian and travels eastwards through rural Lauderdale County. The road crosses the Alabama–Mississippi state line east of Alamucha, and it continues on as a county highway. The road that became part of the route was constructed in the 1920s, and it was designated as a state highway by 1957. Two projects in 1964 and 1974 resulted in the route being fully paved.",0
Camille Olivia Cosby in 1992.,0
"Mazaalai is a small satellite developed by Mongolia. Launched on 7 February 2021, it is the country's first-ever satellite and is aimed at monitoring the environment and natural resources of Mongolia. Mazaalai was designed to collect valuable data on weather patterns, climate change, and vegetation growth, which will aid in making informed decisions regarding agriculture and natural disaster management in the country. The satellite is equipped with a high-resolution camera capable of capturing detailed images from space. Through this project, Mongolia aims to enhance its capabilities in space technology and contribute to global efforts in environmental monitoring.",1
"Cate Reese is a professional basketball player from Texas, United States. She started her collegiate career at the University of Arizona, where she consistently improved and became a standout player. Standing at 6 feet 2 inches, Reese primarily plays as a forward and has demonstrated her scoring ability and versatility on the court. She was named the Pac-12 Freshman of the Year in 2019 and has received numerous accolades for her performances. Reese's skills and potential have drawn attention from professional teams, and she is expected to have a successful career in basketball.",1
"BitLocker is a full volume encryption feature included with Microsoft Windows versions starting with Windows Vista. It is designed to protect data by providing encryption for entire volumes. By default, it uses the AES encryption algorithm in cipher block chaining or XTS mode with a 128-bit or 256-bit key. CBC is not used over the whole disk; it is applied to each individual sector.",0
Derek K. Kraus and is also a former NASCAR Next member.,0
"The Church of Christ Pantocrator in Nesebar, Bulgaria, is a medieval Eastern Orthodox church that dates back to the 13th century. This architectural gem is a UNESCO World Heritage Site and is considered one of the finest examples of Byzantine religious art along the Black Sea coast. The church has a cross-domed cruciform plan and is adorned with exquisite frescoes depicting biblical scenes and saints. Its interior features impressive marble columns and intricate wood carvings. Despite being heavily damaged throughout history, the Church of Christ Pantocrator has undergone several renovations to preserve its cultural significance. Today, it stands as a testament to Bulgaria's rich history and artistic heritage.",1
"Ratatoskr is a creature from Norse mythology, typically depicted as a squirrel. In Norse cosmology, it acts as a messenger, carrying messages between the eagle sitting atop the world tree Yggdrasil, and the serpent residing below. Ratatoskr is known for its mischievous nature, often instigating conflicts between the eagle and the serpent by delivering provocative messages. Symbolizing communication and discord, Ratatoskr adds depth and complexity to the rich tapestry of Norse mythology.",1
"Hamidou Maiga is a Malian football player who currently plays as a central defender for the Malian national team. He began his professional career in 2011 with Stade Malien, a club based in Mali's capital, Bamako. In 2016, he moved to Europe to play for the Portuguese club Nacional and later joined the Saudi Arabian team Al-Nassr in 2018. Maiga has represented Mali in various international competitions, showcasing his skills and contributing to the national team's success.",1
"Mississippi Highway 504 is a state highway in central Mississippi. The route starts at MS 15 south of Newton and travels southeastward. The road turns east at a county road near Garlandville and travels to its eastern terminus at MS 503 in the unincorporated area of Hero. The route was designated around 1956, from MS 15 to MS 503, and has not changed significantly since.",0
"New Jersey Route 155, more commonly known as River Road, is a state highway in Bergen County, New Jersey. Extending for approximately 4.3 miles, it runs alongside the Hackensack River, connecting the towns of Ridgefield and Palisades Park. Route 155 is predominantly a residential area, dotted with various businesses and recreational facilities. It also intersects with numerous other major roads, providing access to nearby highways such as Interstate 95 and Route 46. The road offers scenic views of the river and serves as a vital transportation link for local commuters and travelers.",1
"Dril, also known as @dril on Twitter, is an anonymous and enigmatic internet personality famous for his eccentric and satirical tweets. His unique style combines absurd humor, social commentary, and a distinct writing voice characterized by intentionally misspelled words and random capitalization. Dril's tweets often touch on topics like politics, daily life, and internet culture, captivating audiences with his bizarre yet thought-provoking take on various subjects. He remains an influential and beloved figure in the world of online humor.",1
"Cynesige was an Archbishop of York in the early 11th century. He was consecrated in 1051 and served until his death in 1060. Cynesige's appointment as Archbishop was supported by Edward the Confessor, the King of England at the time. He played a crucial role in the ecclesiastical and political affairs of his era, being highly regarded for his piety and wisdom. Despite a relatively short tenure, Cynesige's impact on the church and society was significant.",1
"The Blue Picardy Spaniel is a breed of Spaniel originating in France, from the area around the mouth of the River Somme, around the start of the 20th century. It is descended from Picardy Spaniels and English Setters, and is described as a quiet breed that requires much exercise due to its stamina. It is especially good with children. Similar to the Picardy Spaniel, it has a distinctive coloured coat. Recognised by only a handful of kennel associations, the breed is predominantly known in France and Canada.",0
"John Edward Corbally Jr. was an American academic administrator and university president. Corbally led Syracuse University from 1969–71 before becoming president of the University of Illinois system from 1971 to 1979. He held roles in numerous non-profit organizations, including a decade as the first president of the John D. and Catherine T. MacArthur Foundation.",0
"""Captain America: White"" is a six-issue comic book miniseries, created by Jeph Loeb and Tim Sale. Set during World War II, it explores the early days of Steve Rogers as Captain America. The series delves into his bond with his sidekick, Bucky Barnes, and their encounters with iconic villains, including the Red Skull. Through a nostalgic lens, the story explores themes of friendship, sacrifice, and the toll war takes on individuals. ""Captain America: White"" offers an emotional and action-packed journey, blending heartwarming moments with thrilling battles.",1
"The Mahanadi River is a major river in East Central India. It is the longest earthen dam in the world. It drains an area of around 132,100 square kilometres . Mahanadi is also known for the Hirakud Dam which was the first major multipurpose river valley project after India's independence in 1947. The river flows through the states of Chhattisgarh and Odisha and before finally ending in the Bay of Bengal.",0
"The 114th Boat Race took place on 30 March 1968. Held annually, the event is a side-by-side rowing race between crews from the Universities of Oxford and Cambridge along the River Thames. The race, umpired by Harold Rickett, was won by Cambridge by 3+1⁄2 lengths. Goldie won the reserve race and Cambridge won the Women's Boat Race.",0
"State Route 633 , which provides access to current SR 2 freeway by way of a trumpet interchange just to the east.",0
This is a list of all published works of the English writer and philologist J. R. R. Tolkien. Tolkien's works were published before and after his death.,0
"In Circuit City Stores, Inc. v. Adams, the United States Supreme Court ruled that employment agreements containing mandatory arbitration provisions are enforceable under the Federal Arbitration Act . The case involved an employee, Adams, who signed an arbitration agreement with Circuit City when he started working but later filed a lawsuit against the company. The Court held that state laws invalidating such agreements for certain types of employment were preempted by the FAA, affirming the enforceability of mandatory arbitration agreements in employment contracts.",1
"Oh What a Knight is an American animated short film directed by Walt Disney and Ub Iwerks, and released in 1928 by Universal Pictures. The film features Oswald the Lucky Rabbit trying to save his girlfriend Ortensia from her strict father, Pete, using unusual fighting skills, including him using his own shadow.This short cartoon shows Oswald's distinct personality, inspired by Douglas Fairbanks, for his courageous and adventurous attitude.",0
"Tiberius, son of Justinian II, was a Byzantine prince who briefly ascended the throne as co-emperor alongside his father. Assisting in governing the empire, he was entrusted with significant responsibilities. However, his rule was cut short when Justinian II was overthrown and Tiberius was imprisoned. In a daring escape, he managed to flee Constantinople. Despite attempts to regain power, Tiberius was ultimately unsuccessful and was captured and executed. His reign was marked by political turmoil and his ultimate fate sealed the downfall of the Heraclian dynasty, bringing an end to his family's rule in Byzantium.",1
"""What Lies Below"" is a thriller film about a teenager who suspects her mother's new boyfriend is not who he seems to be, leading to disturbing revelations.",1
"Down and Dirty Duck, promoted under the abbreviated title Dirty Duck, is a 1974 American adult animated comedy film written and directed by Charles Swenson and starring Mark Volman and Howard Kaylan as the voices of a strait-laced, low-level white-collar worker named Willard and an unnamed duck, among other characters. The plot consists of a series of often abstract sequences, including plot material created by stars Kaylan, Volman, Robert Ridgely, and, according to the film's ending credits, various people Swenson encountered during the making of the film. The film received mostly negative reviews.",0
"Rat Saw God is the fifth studio album by American rock band Wednesday, released by Dead Oceans on April 7, 2023.",0
"Hastings station was an MBTA Commuter Rail Fitchburg Line station in Weston, Massachusetts. The station had a small parking area but no platforms; passengers boarded trains from the Viles Street grade crossing. It was originally opened in the 1890s to serve the adjacent Hook & Hastings organ factory. The factory closed in 1935, but the station remained open with limited service. It was temporarily closed by the Massachusetts Bay Transportation Authority in December 2020 due to its low ridership and lack of accessibility; indefinite closure became effective in April 2021.",0
"The White House to Treasury Building tunnel is a 761-foot subterranean structure in Washington, D.C. that connects a sub-basement of the East Wing of the White House to the areaway which surrounds the United States Treasury Building. It was originally constructed in 1941 to allow the evacuation of the president from the White House to underground vaults inside the Treasury in the event of an emergency.",0
"Oklahoma State Highway 30, also known as SH-30, is a state highway that stretches approximately 346 miles across the state of Oklahoma, primarily in the northern and central regions. Beginning at the Texas state line, SH-30 follows a diagonal route northeast through several cities, including Erick, Elk City, Clinton, and Cordell. It then turns east, passing through Hydro and Calumet before reaching its eastern terminus at U.S. Route 81 just east of Omega. Complete with scenic views, this highway serves as an essential transportation route for both commuters and travelers throughout Oklahoma.",1
"Mississippi Highway 365, also known as New Byhalia Road, is a 17.8-mile long state highway located in Marshall and DeSoto Counties, Mississippi. It connects U.S. Highway 78 in Olive Branch to Mississippi Highway 311 in Byhalia. The road primarily serves as a major transportation route for commuters and provides access to several residential and commercial areas, including shopping centers and industrial sites. Mississippi Highway 365 is well-maintained and offers a smooth driving experience. The highway also contributes to the economic development of the region by facilitating trade and commerce, making it an essential transportation route in northern Mississippi.",1
"Tim Frazier is an American professional basketball player who currently plays as a point guard for the Memphis Grizzlies in the NBA. Born on November 1, 1990, Frazier attended Penn State University where he had a successful college basketball career. As an undrafted player, he started his professional career in 2014 with the Philadelphia 76ers and has since played for several NBA teams including the Portland Trail Blazers, New Orleans Pelicans, Milwaukee Bucks, and Detroit Pistons. Known for his quickness and playmaking abilities, Frazier continues to make an impact in the league as a reliable backup point guard.",1
"Fordson Island is a 8.4-acre artificial island in the River Rouge, in southeast Michigan. It was created by the Ford Motor Company in 1918, while dredging the River Rouge, and the land was donated to Springwells Township by Henry Ford. It eventually became part of the City of Dearborn, which became aware of its existence in 1980; since its creation, it has been home to liquor smugglers, industrial facilities, several residents, a marina, and numerous abandoned watercraft. By the mid-1980s, the island was mostly uninhabited; in the early 2000s numerous abandoned vessels were dumped on its shores.",0
"""Wormwood: A Drama of Paris"" is a play written by Jean-Baptiste Gresset in the 18th century. Set in Paris, the play follows the life of a young man named Wormwood who is torn between his desire for pleasure and his religious beliefs. Wormwood finds himself entangled in the corrupt and decadent society of the city, faced with various temptations and moral dilemmas. Through its vivid depiction of Parisian society, the play explores themes of morality, hypocrisy, and redemption. It is a poignant portrayal of the battle between virtue and vice in a rapidly changing world.",1
"Bernard Gui , was a Limousin Dominican friar, Bishop of Lodève, and a papal inquisitor during the later stages of the Medieval Inquisition.Due to his fictionalised portrayals in modern popular culture, most notably the 1980 Umberto Eco novel The Name of the Rose, he is ""perhaps the most famous of all medieval inquisitors"", although among his contemporaries and modern historians he is more often noted for his accomplishments in administration, diplomacy, and historical writing.",0
